no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,full_date
2,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,12,2,Online,0,0,0,117.5,2,02.12.2018
2,0,0,2,Not Selected,0,Room_Type 1,16,2018,12,2,Online,0,0,0,91.5,1,02.12.2018
2,0,2,3,Meal Plan 1,1,Room_Type 4,17,2018,12,2,Online,0,0,0,107.09,2,02.12.2018
2,0,6,15,Not Selected,0,Room_Type 1,17,2018,12,2,Online,0,0,0,75.66,0,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,17,2018,12,2,Online,0,0,0,76.29,1,02.12.2018
3,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,12,2,Online,0,0,0,157.5,2,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,18,2018,12,2,Online,0,0,0,76.29,0,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,18,2018,12,2,Online,0,0,0,83.04,1,02.12.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2018,12,2,Offline,0,0,0,80.0,0,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,12,2,Online,0,0,0,64.67,1,02.12.2018
2,0,1,2,Not Selected,0,Room_Type 1,28,2018,12,2,Online,0,0,0,88.0,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,2,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
2,0,0,2,Not Selected,0,Room_Type 1,31,2018,12,2,Online,0,0,0,88.0,0,02.12.2018
2,0,1,2,Not Selected,0,Room_Type 1,31,2018,12,2,Online,0,0,0,88.0,1,02.12.2018
2,2,2,2,Meal Plan 1,0,Room_Type 6,32,2018,12,2,Online,0,0,0,147.9,0,02.12.2018
2,0,0,2,Not Selected,0,Room_Type 1,32,2018,12,2,Online,0,0,0,88.0,2,02.12.2018
1,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,12,2,Online,0,0,0,96.0,2,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,35,2018,12,2,Online,0,0,0,74.8,2,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,35,2018,12,2,Online,0,0,0,88.4,1,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,35,2018,12,2,Online,0,0,0,97.4,1,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,37,2018,12,2,Online,0,0,0,74.8,1,02.12.2018
2,0,0,2,Not Selected,0,Room_Type 1,37,2018,12,2,Online,0,0,0,88.0,2,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,37,2018,12,2,Online,0,0,0,74.8,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,38,2018,12,2,Corporate,0,0,0,85.0,0,02.12.2018
0,2,2,2,Meal Plan 1,0,Room_Type 2,38,2018,12,2,Online,0,0,0,77.86,1,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 2,38,2018,12,2,Online,0,0,0,77.86,1,02.12.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,41,2018,12,2,Online,0,0,0,130.9,2,02.12.2018
2,0,0,1,Not Selected,0,Room_Type 1,41,2018,12,2,Online,0,0,0,88.0,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,43,2018,12,2,Offline,0,0,0,72.0,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,44,2018,12,2,Online,0,0,0,98.8,0,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,44,2018,12,2,Online,0,0,0,74.8,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,45,2018,12,2,Online,0,0,0,93.6,1,02.12.2018
2,1,1,2,Meal Plan 1,0,Room_Type 4,46,2018,12,2,Online,0,0,0,102.6,1,02.12.2018
2,0,2,6,Meal Plan 1,0,Room_Type 1,47,2018,12,2,Online,0,0,0,88.4,1,02.12.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,12,2,Online,0,0,0,93.6,1,02.12.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,12,2,Online,0,0,0,93.6,2,02.12.2018
2,2,0,2,Meal Plan 1,0,Room_Type 6,52,2018,12,2,Online,0,0,0,156.6,1,02.12.2018
3,0,0,2,Meal Plan 1,0,Room_Type 4,56,2018,12,2,Online,0,0,0,126.0,0,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,57,2018,12,2,Online,0,0,0,88.4,1,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,57,2018,12,2,Online,0,0,0,88.4,1,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,57,2018,12,2,Online,0,0,0,88.4,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2018,12,2,Online,0,0,0,93.6,2,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,60,2018,12,2,Online,0,0,0,74.8,0,02.12.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,60,2018,12,2,Online,0,0,0,121.98,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 4,61,2018,12,2,Online,0,0,0,102.6,2,02.12.2018
2,1,1,2,Meal Plan 1,0,Room_Type 1,61,2018,12,2,Online,0,0,0,109.8,1,02.12.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75.0,0,02.12.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75.0,0,02.12.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75.0,0,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75.0,0,02.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75.0,0,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,12,2,Offline,0,0,0,75.0,0,02.12.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,71,2018,12,2,Offline,0,0,0,75.0,0,02.12.2018
1,0,0,2,Not Selected,0,Room_Type 1,73,2018,12,2,Online,0,0,0,79.2,1,02.12.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,74,2018,12,2,Offline,0,0,0,75.0,0,02.12.2018
2,0,1,2,Not Selected,0,Room_Type 1,74,2018,12,2,Online,0,0,0,88.2,2,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,75,2018,12,2,Online,0,0,0,74.8,1,02.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,75,2018,12,2,Online,0,0,0,74.8,1,02.12.2018
2,0,0,2,Not Selected,0,Room_Type 1,80,2018,12,2,Online,0,0,0,88.0,1,02.12.2018
2,0,0,2,Not Selected,0,Room_Type 1,81,2018,12,2,Online,0,0,0,59.84,0,02.12.2018
2,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,3,Online,0,0,0,114.0,0,03.12.2018
2,1,1,1,Meal Plan 2,1,Room_Type 1,1,2018,12,3,Online,0,0,0,189.0,2,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,2,2018,12,3,Online,0,0,0,109.0,1,03.12.2018
2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2018,12,3,Online,0,0,0,190.0,0,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 4,4,2018,12,3,Offline,1,0,1,12.0,2,03.12.2018
2,2,2,1,Meal Plan 1,0,Room_Type 6,5,2018,12,3,Online,0,0,0,185.33,0,03.12.2018
2,2,1,1,Meal Plan 1,0,Room_Type 6,8,2018,12,3,Online,0,0,0,177.5,0,03.12.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,8,2018,12,3,Online,0,0,0,111.5,0,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,9,2018,12,3,Online,0,0,0,89.89,0,03.12.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,12,3,Offline,0,0,0,89.0,0,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,10,2018,12,3,Online,0,0,0,89.89,1,03.12.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,10,2018,12,3,Online,0,0,0,89.59,0,03.12.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,12,3,Online,0,0,0,89.59,0,03.12.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,12,3,Offline,0,0,0,68.0,2,03.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,12,2018,12,3,Online,0,0,0,76.29,0,03.12.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,13,2018,12,3,Online,0,0,0,89.39,0,03.12.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,13,2018,12,3,Online,0,0,0,89.39,0,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,14,2018,12,3,Online,0,0,0,98.39,0,03.12.2018
2,0,2,1,Meal Plan 2,0,Room_Type 1,15,2018,12,3,Online,0,0,0,119.0,0,03.12.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,3,Online,0,0,0,111.0,0,03.12.2018
2,0,0,1,Meal Plan 2,0,Room_Type 4,16,2018,12,3,Online,0,0,0,159.0,4,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,16,2018,12,3,Online,0,0,0,89.89,1,03.12.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,17,2018,12,3,Online,0,0,0,98.39,0,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2018,12,3,Online,0,0,0,89.89,2,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,19,2018,12,3,Online,0,0,0,89.89,1,03.12.2018
2,0,2,5,Meal Plan 1,0,Room_Type 4,21,2018,12,3,Online,0,0,0,97.75,1,03.12.2018
3,0,2,1,Meal Plan 1,0,Room_Type 1,22,2018,12,3,Offline,0,0,0,109.0,0,03.12.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,23,2018,12,3,Online,0,0,0,154.0,1,03.12.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,25,2018,12,3,Online,0,0,0,154.0,0,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,26,2018,12,3,Offline,0,0,0,70.72,0,03.12.2018
2,0,1,1,Not Selected,0,Room_Type 1,28,2018,12,3,Online,0,0,0,88.0,1,03.12.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,12,3,Corporate,0,0,0,85.0,0,03.12.2018
2,2,2,2,Meal Plan 2,0,Room_Type 6,31,2018,12,3,Online,0,0,0,237.75,0,03.12.2018
2,0,2,1,Not Selected,0,Room_Type 1,31,2018,12,3,Offline,0,0,0,63.0,0,03.12.2018
1,0,5,11,Not Selected,0,Room_Type 1,31,2018,12,3,Online,0,0,0,66.29,0,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,32,2018,12,3,Online,0,0,0,104.0,0,03.12.2018
2,0,2,6,Meal Plan 2,0,Room_Type 1,34,2018,12,3,Online,0,0,0,120.7,2,03.12.2018
2,0,2,5,Not Selected,0,Room_Type 1,34,2018,12,3,Online,0,0,0,54.71,1,03.12.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,35,2018,12,3,Online,0,0,0,88.4,2,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,36,2018,12,3,Online,0,0,0,96.9,0,03.12.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,12,3,Complementary,0,0,0,0.0,0,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,44,2018,12,3,Offline,0,0,0,87.2,0,03.12.2018
1,0,2,2,Meal Plan 1,0,Room_Type 1,50,2018,12,3,Offline,0,0,0,63.75,0,03.12.2018
2,2,2,3,Meal Plan 1,1,Room_Type 6,50,2018,12,3,Online,0,0,0,156.9,1,03.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,50,2018,12,3,Online,0,0,0,68.07,1,03.12.2018
2,0,2,3,Meal Plan 2,0,Room_Type 1,52,2018,12,3,Online,0,0,0,120.7,1,03.12.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,61,2018,12,3,Online,0,0,0,88.4,0,03.12.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,64,2018,12,3,Online,1,0,1,93.6,1,03.12.2018
3,0,0,1,Meal Plan 1,0,Room_Type 4,65,2018,12,3,Online,0,0,0,126.0,1,03.12.2018
3,0,2,5,Meal Plan 2,0,Room_Type 4,70,2018,12,3,Online,0,0,0,167.45,1,03.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,70,2018,12,3,Online,0,0,0,74.8,1,03.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,70,2018,12,3,Online,0,0,0,74.8,2,03.12.2018
2,1,2,1,Meal Plan 1,0,Room_Type 1,72,2018,12,3,Online,0,0,0,109.8,2,03.12.2018
2,0,0,1,Not Selected,0,Room_Type 1,73,2018,12,3,Online,0,0,0,60.98,1,03.12.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,75,2018,12,3,Offline,0,0,0,75.0,0,03.12.2018
2,0,2,1,Not Selected,0,Room_Type 1,76,2018,12,3,Online,0,0,0,79.2,1,03.12.2018
2,0,2,1,Not Selected,0,Room_Type 1,76,2018,12,3,Online,0,0,0,79.2,1,03.12.2018
2,1,2,1,Meal Plan 1,0,Room_Type 1,77,2018,12,3,Online,0,0,0,109.8,0,03.12.2018
2,2,2,3,Meal Plan 1,0,Room_Type 6,78,2018,12,3,Online,0,0,0,147.9,1,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,80,2018,12,3,Offline,0,0,0,75.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,03.12.2018
2,2,2,1,Meal Plan 1,0,Room_Type 6,107,2018,12,3,Online,0,0,0,156.6,1,03.12.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,132,2018,12,3,Online,0,0,0,119.0,1,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,271,2018,12,3,Offline,0,0,0,78.3,0,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,271,2018,12,3,Online,0,0,0,71.64,0,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,271,2018,12,3,Online,0,0,0,71.64,0,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,271,2018,12,3,Online,0,0,0,62.64,0,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,271,2018,12,3,Offline,0,0,0,78.3,0,03.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,271,2018,12,3,Offline,0,0,0,87.3,0,03.12.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,3,2018,12,4,Offline,0,0,0,89.0,0,04.12.2018
2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,12,4,Offline,0,0,0,100.0,0,04.12.2018
2,2,1,0,Meal Plan 1,0,Room_Type 6,5,2018,12,4,Online,0,0,0,156.6,0,04.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2018,12,4,Offline,0,0,0,68.0,0,04.12.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,7,2018,12,4,Online,0,0,0,104.0,2,04.12.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,7,2018,12,4,Online,0,0,0,88.4,1,04.12.2018
2,0,2,3,Not Selected,0,Room_Type 1,8,2018,12,4,Online,0,0,0,82.0,2,04.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,9,2018,12,4,Online,0,0,0,88.4,2,04.12.2018
2,0,2,3,Meal Plan 1,0,Room_Type 4,12,2018,12,4,Online,0,0,0,105.9,0,04.12.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,12,2018,12,4,Online,0,0,0,104.0,0,04.12.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,12,2018,12,4,Online,0,0,0,104.0,0,04.12.2018
1,0,1,0,Meal Plan 1,0,Room_Type 1,16,2018,12,4,Corporate,1,5,54,65.0,2,04.12.2018
2,1,2,0,Meal Plan 1,0,Room_Type 1,16,2018,12,4,Online,0,0,0,118.8,1,04.12.2018
2,1,2,0,Meal Plan 1,0,Room_Type 1,16,2018,12,4,Online,0,0,0,118.8,1,04.12.2018
2,0,2,0,Not Selected,0,Room_Type 1,20,2018,12,4,Online,0,0,0,88.0,1,04.12.2018
1,0,2,0,Meal Plan 1,0,Room_Type 1,20,2018,12,4,Corporate,0,0,0,67.0,0,04.12.2018
1,0,2,0,Meal Plan 1,0,Room_Type 1,20,2018,12,4,Corporate,0,0,0,67.0,0,04.12.2018
1,0,2,0,Meal Plan 1,0,Room_Type 1,23,2018,12,4,Online,0,0,0,96.0,1,04.12.2018
1,0,2,0,Meal Plan 1,0,Room_Type 1,23,2018,12,4,Online,0,0,0,96.0,1,04.12.2018
1,0,2,1,Not Selected,0,Room_Type 1,24,2018,12,4,Online,0,0,0,88.0,2,04.12.2018
2,0,2,1,Not Selected,0,Room_Type 1,24,2018,12,4,Online,0,0,0,88.0,2,04.12.2018
2,0,2,4,Meal Plan 1,0,Room_Type 4,26,2018,12,4,Online,0,0,0,114.0,1,04.12.2018
2,0,2,3,Not Selected,0,Room_Type 1,27,2018,12,4,Online,0,0,0,54.71,1,04.12.2018
2,0,2,3,Not Selected,0,Room_Type 1,28,2018,12,4,Online,0,0,0,74.8,1,04.12.2018
3,0,2,2,Meal Plan 2,0,Room_Type 4,29,2018,12,4,Online,0,0,0,211.0,1,04.12.2018
1,0,2,0,Meal Plan 1,0,Room_Type 4,30,2018,12,4,Online,0,0,0,114.0,2,04.12.2018
1,0,5,10,Not Selected,0,Room_Type 1,31,2018,12,4,Online,0,0,0,87.41,2,04.12.2018
1,0,5,10,Not Selected,0,Room_Type 1,31,2018,12,4,Online,0,0,0,66.29,1,04.12.2018
1,0,2,0,Meal Plan 1,0,Room_Type 4,32,2018,12,4,Online,0,0,0,114.0,0,04.12.2018
1,0,2,0,Meal Plan 1,0,Room_Type 1,32,2018,12,4,Online,0,0,0,96.0,0,04.12.2018
2,0,2,5,Not Selected,0,Room_Type 1,35,2018,12,4,Online,0,0,0,74.8,2,04.12.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,40,2018,12,4,Online,0,0,0,130.9,2,04.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 4,43,2018,12,4,Online,0,0,0,110.2,1,04.12.2018
2,0,2,1,Not Selected,0,Room_Type 1,45,2018,12,4,Online,0,0,0,60.98,1,04.12.2018
3,0,2,0,Meal Plan 1,0,Room_Type 1,47,2018,12,4,Offline,0,0,0,98.1,2,04.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,48,2018,12,4,Online,0,0,0,93.6,1,04.12.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,48,2018,12,4,Online,0,0,0,88.4,1,04.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,50,2018,12,4,Online,0,0,0,88.4,0,04.12.2018
2,1,2,2,Meal Plan 1,0,Room_Type 1,51,2018,12,4,Offline,0,0,0,68.0,1,04.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,52,2018,12,4,Online,0,0,0,74.8,0,04.12.2018
2,1,2,2,Meal Plan 1,0,Room_Type 1,52,2018,12,4,Online,0,0,0,103.7,3,04.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,52,2018,12,4,Online,0,0,0,74.8,0,04.12.2018
2,1,2,2,Meal Plan 1,0,Room_Type 1,52,2018,12,4,Online,0,0,0,103.7,3,04.12.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,59,2018,12,4,Online,0,0,0,119.0,1,04.12.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,59,2018,12,4,Online,0,0,0,119.0,1,04.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,59,2018,12,4,Online,0,0,0,96.9,1,04.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,65,2018,12,4,Offline,0,0,0,68.0,1,04.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,65,2018,12,4,Offline,0,0,0,68.0,1,04.12.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,67,2018,12,4,Online,0,0,0,119.0,1,04.12.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,68,2018,12,4,Offline,0,0,0,75.0,0,04.12.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,73,2018,12,4,Offline,0,0,0,75.0,0,04.12.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,12,4,Offline,0,0,0,75.0,0,04.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,96,2018,12,4,Online,0,0,0,57.6,1,04.12.2018
2,1,2,0,Meal Plan 1,0,Room_Type 1,104,2018,12,4,Online,0,0,0,109.8,1,04.12.2018
2,1,2,0,Meal Plan 1,0,Room_Type 1,104,2018,12,4,Online,0,0,0,109.8,1,04.12.2018
2,0,2,1,Not Selected,0,Room_Type 1,120,2018,12,4,Online,0,0,0,79.2,0,04.12.2018
2,0,2,4,Not Selected,0,Room_Type 1,124,2018,12,4,Online,0,0,0,74.8,0,04.12.2018
2,0,2,0,Meal Plan 1,0,Room_Type 4,143,2018,12,4,Online,0,0,0,88.69,1,04.12.2018
2,0,2,2,Not Selected,0,Room_Type 1,192,2018,12,4,Online,0,0,0,72.75,2,04.12.2018
2,0,2,2,Not Selected,1,Room_Type 1,192,2018,12,4,Online,0,0,0,72.75,2,04.12.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,195,2018,12,4,Offline,0,0,0,72.0,0,04.12.2018
2,0,2,1,Not Selected,0,Room_Type 1,216,2018,12,4,Online,0,0,0,67.5,0,04.12.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,216,2018,12,4,Online,0,0,0,78.3,1,04.12.2018
2,0,2,1,Meal Plan 2,0,Room_Type 4,266,2018,12,4,Offline,0,0,0,69.36,2,04.12.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,12,5,Online,0,0,0,89.89,1,05.12.2018
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,12,5,Online,0,0,0,88.0,1,05.12.2018
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,12,5,Online,0,0,0,88.0,0,05.12.2018
1,0,1,0,Not Selected,0,Room_Type 1,0,2018,12,5,Online,0,0,0,88.0,0,05.12.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,1,2018,12,5,Online,0,0,0,65.76,1,05.12.2018
2,0,1,0,Not Selected,0,Room_Type 1,1,2018,12,5,Online,0,0,0,88.0,1,05.12.2018
2,0,3,5,Not Selected,0,Room_Type 1,1,2018,12,5,Online,0,0,0,77.03,1,05.12.2018
1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,12,5,Corporate,0,0,0,79.0,0,05.12.2018
1,0,1,3,Not Selected,0,Room_Type 1,3,2018,12,5,Online,0,0,0,71.8,0,05.12.2018
1,0,1,1,Not Selected,0,Room_Type 1,3,2018,12,5,Online,0,0,0,88.0,0,05.12.2018
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,12,5,Online,0,0,0,105.0,0,05.12.2018
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,12,5,Online,0,0,0,96.0,1,05.12.2018
1,0,1,0,Meal Plan 1,1,Room_Type 1,3,2018,12,5,Corporate,1,0,3,67.0,1,05.12.2018
1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,12,5,Corporate,0,0,0,79.0,0,05.12.2018
